Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0078,LOW,MODIFIED,C03,Modified Requirement,Yes,47,Section Page 6 -> Page 4. Category: Modified Requirement. Significant textual changes detected.,6,,"1 Includes banks incorporated outside India licensed to operate in India ('Foreign Banks'), Local Area Banks
(LABs), Small Finance Banks (SFBs), Payments Banks (PBs)",4,,"(other than Small Finance Banks, Local Area Banks, Payments Banks and Regional",,,
CHG-0079,MEDIUM,MODIFIED,C11,Scope Change,Yes,52,Section Page 20 -> Page 31. Category: Scope Change. Significant textual changes detected.,20,,"Outsourcing of IT Services) but not limited to monitoring the performance, uptime of the systems and resources, service availability, adherence to SLA requirements, incident response mechanism, etc. b)
RE shall conduct regular audits (as applicable to the scope of Outsourcing of IT Services) of service providers (including sub-contractors) with regard to the activity outsourced by it. Such audits may be conducted either by",31,,"outsourced services. This shall include (as applicable to the scope of Directions in this Chapter), but not be limited to, monitoring the performance, uptime of the systems and resources, service availability, adherence to SLA requirements, and incident response mechanism.",,,
CHG-0080,MEDIUM,MODIFIED,C13,Exception / Exemption Change,Yes,54,Section Page 7 -> 53. Category: Exception / Exemption Change. Moderate textual changes detected.,7,,"3.
Definitions a)
In these Directions, unless the context states otherwise, the terms herein shall bear the meanings assigned to them below:",23,53,"53. In this Chapter, unless the context otherwise requires, the terms herein shall bear",,,
CHG-0081,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,55,Section Page 6 -> Page 4. Category: Reference / Cross-Reference Change. Moderate textual changes detected.,6,,"India as defined under subsections (c), (da) and (nc) of section 5 of the",4,,"Rural Banks), corresponding new banks, and the State Bank of India, as defined respectively under clauses (c), (da), and (nc) of section 5 of the Banking Regulation",,,
CHG-0082,LOW,MODIFIED,C03,Modified Requirement,Yes,52,Section (a) -> 60. Category: Modified Requirement. Significant textual changes detected.,18,(a),(a) REs shall put in place a Risk Management framework for Outsourcing of IT,27,60,60. A bank shall put in place a risk management framework that comprehensively,,,
CHG-0083,LOW,MODIFIED,C03,Modified Requirement,Yes,58,Section Page 14 -> Page 29. Category: Modified Requirement. Moderate textual changes detected.,14,,"Outsourcing of IT Services arrangement; j)
information/ cyber security risk assessment; k)
ensuring that appropriate controls, assurance requirements and possible contractual arrangements are in place to ensure data protection and RE's access to the data which is processed, managed or stored by the service provider;",29,,"contractual arrangements are in place to ensure data protection and bank's access to the data which is processed, managed or stored by the service provider;",,,
CHG-0084,LOW,MODIFIED,C12,Definition Change,Yes,55,Section Page 15 -> Page 29. Category: Definition Change. Moderate textual changes detected.,15,,"a)
REs shall ensure that their rights and obligations and those of each of their service providers are clearly defined and set out in a legally binding written agreement. b)
In principle, the provisions of the agreement should appropriately reckon the criticality of the outsourced task to the business of the RE, the associated risks and the strategies for mitigating or managing them. c)
The terms and conditions governing the contract shall be carefully defined and vetted by the RE's legal counse",29,,"provider are clearly defined and set out in a legally binding written agreement, in line with the provisions specified in paragraph 33 of these Directions. In principle, the provisions of the agreement shall appropriately reckon the criticality of the outsourced task to the business of the bank, the associated risks, and the strategies for mitigating or managing them.",,,
CHG-0085,MEDIUM,MODIFIED,C11,Scope Change,Yes,51,Section Page 27 -> Page 39. Category: Scope Change. Obligation language removed: shall Significant textual changes detected.,27,,"iv) CSP has mechanisms in place to assess the sub-contractors with regards to confidentiality, integrity and availability of the data being shared with the sub-contractors, where applicable. e) Appropriate integration of logs, events from the CSP into the RE's SOC, wherever applicable and/ or retention of relevant logs in cloud shall be ensured for incident reporting and handling of incidents relating to services deployed on the cloud. f)
The RE's own efforts in securing its application shall be",39,,"bank's SOC, wherever applicable and retention of relevant logs in cloud for incident reporting and handling of incidents relating to services deployed on the cloud;",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0086,LOW,MODIFIED,C15,Reference / Cross-Reference Change,Yes,52,Section Page 9 -> Page 8. Category: Reference / Cross-Reference Change. Obligation language removed: shall Significant textual changes detected.,9,,"Direction. b)
All expressions unless defined herein shall have the same meaning as have been assigned to them under the Banking Regulation Act, 1949 or the Reserve Bank of India Act, 1934 or Credit Information Companies (Regulation) Act, 2005 or",8,,"been assigned to them under the Banking Regulation Act, 1949, or the Reserve",,ObligationDirection.REMOVED: Obligation language removed: shall,
CHG-0087,HIGH,MODIFIED,C07,Compliance Requirement,Yes,52,"Section Page 25 -> Page 37. Category: Compliance Requirement. Obligation language removed: should, can Significant textual changes detected.",25,,"documented cloud adoption policy. Such a policy should, inter alia, identify the activities that can be moved to the cloud, enable and support protection of various stakeholder interests, ensure compliance with regulatory requirements, including those on privacy, security, data sovereignty, recoverability and data storage requirements, aligned with data classification. The policy should provide for appropriate due diligence to manage and continually monitor the risks associated with CSPs.",37,,"(c)
ensure compliance with regulatory requirements, including those on privacy, security, data sovereignty, recoverability, and data storage requirements, aligned with data classification; and",,"ObligationDirection.REMOVED: Obligation language removed: should, can",
CHG-0088,LOW,MODIFIED,C09,Documentation Requirement,Yes,51,Section Page 22 -> Page 34. Category: Documentation Requirement. Significant textual changes detected.,22,,"Board-approved policy and appropriate service level arrangements/ agreements with its group entities are in place. b)
The selection of a group entity shall be based on objective reasons that are similar to selection of a third-party, and any conflicts of interest that such an outsourcing arrangement may entail shall be appropriately dealt with. c)
REs, at all times, shall maintain an arm's length relationship in dealings with their group entities. Risk management practices being adopted by the R",34,,group entities. Risk management practices being adopted by the bank while outsourcing to a group entity shall be identical to those specified for a non-related party.,,,
CHG-0089,LOW,MODIFIED,C09,Documentation Requirement,Yes,56,Section Page 19 -> Page 15. Category: Documentation Requirement. Moderate textual changes detected.,19,,"multiple REs, care shall be taken to build adequate safeguards so that there is no combining of information, documents, records and assets5.",15,,"entities, the bank shall take care to build strong safeguards so that there is no comingling or combining of information, documents, records, and assets.",,,
CHG-0090,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,51,"Section Page 13 -> Page 27. Category: Threshold / Limit Change. Obligation language removed: required, necessary Significant textual changes detected.",13,,"c)
effectively monitor and supervise the outsourced activity to ensure that the service providers meet the laid down performance standards and provide uninterrupted services, report to the Senior Management; co-ordinate periodic due diligence and highlight concerns, if any; and d)
putting in place necessary documentation required for contractual agreements including service level management, monitoring of vendor operations, key risk indicators and classifying the vendors as per the determined ri",27,,"including service level management, monitoring of vendor operations, key risk indicators, and classifying the vendors as per the determined risk.",,"ObligationDirection.REMOVED: Obligation language removed: required, necessary",
CHG-0091,MEDIUM,MODIFIED,C04,Threshold / Limit Change,Yes,50,Section Page 12 -> Page 26. Category: Threshold / Limit Change. Significant textual changes detected.,12,,"a)
formulating IT outsourcing policies and procedures, evaluating the risks and materiality of all existing and prospective IT outsourcing arrangements based on the framework commensurate with the complexity, nature and scope, in line with the enterprise-wide risk management of the organisation approved by the Board and its implementation; b)
prior evaluation of prospective IT outsourcing arrangements and periodic evaluation of the existing outsourcing arrangements covering the performance revie",26,,"(ii)
prior evaluation of prospective IT outsourcing arrangements and periodic evaluation
of
the
existing
outsourcing
arrangements
covering
the performance review, criticality and associated risks of all such arrangements based on the policy approved by the Board;",,,
